,CPU,RAM,GPU,SSD,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,target
9298,9,7,9,0,6,1,9,3,8,9,3,0,6,3,0,3,4,0,0,3,2,2,8,0,7,7,0,6,0,9,0
9299,4,5,9,6,7,5,8,3,5,9,3,8,8,1,1,5,9,9,8,5,8,5,9,2,3,1,5,9,4,2,0
9300,1,9,0,6,9,2,3,0,3,8,4,2,6,2,5,3,7,3,7,7,2,2,2,1,4,9,5,2,9,3,0
9301,5,7,8,8,8,1,2,6,1,2,7,7,4,9,7,9,8,3,5,4,1,1,7,3,2,0,5,1,4,5,0
9302,3,6,0,6,4,3,9,8,4,6,5,5,5,3,7,4,5,8,1,7,5,1,3,5,9,4,1,0,3,7,0
9303,6,3,7,5,4,7,1,8,3,6,7,9,8,8,7,8,9,5,2,3,2,6,4,1,3,7,6,8,1,2,0
9304,1,4,1,5,0,8,8,9,0,0,5,3,1,2,7,6,1,7,9,1,1,0,8,4,3,3,7,0,7,4,0
9305,5,0,5,3,9,7,9,6,5,3,0,6,0,3,6,0,0,4,9,9,9,6,5,1,6,0,2,4,4,5,0
9306,8,1,3,4,4,6,7,3,8,3,8,5,2,3,0,6,0,7,3,0,3,6,7,3,9,4,2,2,3,8,0
9307,3,0,4,5,3,8,2,3,6,6,3,2,8,6,4,1,7,8,3,7,0,6,4,5,4,2,3,8,4,0,0
9308,8,7,4,0,0,6,9,1,0,0,9,4,7,6,7,3,1,5,3,5,6,5,3,1,7,8,2,9,5,3,0
9309,3,0,7,7,5,9,0,8,7,1,2,5,3,8,7,4,2,3,2,9,8,6,7,1,9,9,9,9,3,8,0
9310,9,7,6,2,6,2,0,2,2,2,2,3,9,3,6,6,0,1,1,8,6,2,9,0,3,1,4,3,8,8,0
9311,8,4,3,2,0,4,3,9,5,7,4,7,0,5,0,4,0,7,9,4,7,9,1,4,0,0,3,4,4,9,0
9312,3,5,3,0,1,0,6,9,1,5,9,4,2,3,3,5,1,7,9,8,9,2,2,0,4,8,8,0,9,3,0
9313,8,0,7,3,5,9,1,2,4,9,2,7,8,2,0,0,6,5,5,7,7,8,7,5,3,2,4,1,5,9,0
9314,8,8,9,0,3,3,2,4,9,5,9,5,6,6,1,9,3,8,0,5,7,2,3,1,5,5,0,8,6,0,0
9315,5,7,0,0,3,9,9,0,6,3,6,8,2,5,1,0,2,4,1,6,9,9,5,5,0,7,2,6,2,5,0
9316,8,8,3,2,4,3,1,0,0,9,6,4,6,5,6,2,0,5,3,0,6,5,2,4,4,6,5,1,7,2,0
9317,6,7,4,2,9,2,9,2,5,0,9,5,7,5,6,8,2,1,0,0,2,5,2,1,2,7,9,5,0,4,0
9318,0,9,3,2,6,7,2,2,0,0,4,9,3,0,8,0,1,4,0,1,8,4,2,8,4,3,8,9,8,0,0
9319,5,9,7,2,6,1,2,0,2,8,6,8,7,7,9,9,3,4,6,2,9,7,8,2,8,5,6,3,3,1,0
9320,4,7,5,5,1,8,9,9,5,5,3,6,5,0,8,4,8,5,3,5,2,1,6,1,1,4,8,9,7,0,0
9321,7,9,5,2,9,2,5,2,8,2,6,6,1,8,5,5,5,6,2,8,0,8,2,7,9,1,0,5,3,4,0
9322,6,8,5,4,7,0,1,8,2,0,7,7,6,0,0,3,4,1,5,7,6,4,0,3,6,5,7,9,2,4,0
9323,8,9,3,4,7,1,2,2,0,7,2,6,7,9,6,5,9,1,7,6,2,9,2,1,1,7,7,0,1,4,0
9324,3,6,2,1,2,9,8,4,8,3,3,8,6,9,3,4,1,2,3,6,8,1,6,8,9,0,9,9,2,4,0
9325,4,6,9,3,4,7,9,3,4,6,6,6,8,3,3,3,7,6,6,6,3,7,2,2,2,9,1,0,3,0,0
9326,1,8,8,9,1,7,9,4,6,1,8,9,3,8,9,0,5,5,3,3,6,9,1,5,1,2,5,8,5,0,0
9327,2,5,5,5,5,3,8,3,7,4,8,8,7,4,2,3,5,8,4,5,9,6,5,1,3,6,3,0,8,6,0
9328,2,0,6,5,6,8,9,3,0,5,0,0,3,3,4,8,9,9,6,4,0,1,9,6,1,9,1,1,6,0,0
9329,1,0,1,4,9,7,9,9,2,0,0,7,9,9,4,2,3,1,8,1,2,5,5,1,9,2,7,5,6,0,0
9330,2,5,4,7,3,0,2,0,9,6,3,9,9,6,6,0,9,2,0,1,1,4,6,5,8,6,9,5,6,2,0
9331,6,3,0,1,0,9,1,6,1,4,1,8,0,2,3,7,9,5,9,6,6,2,7,2,5,9,1,3,4,2,0
9332,5,4,3,3,9,3,3,6,4,7,4,9,2,5,4,5,0,4,4,6,7,0,4,3,4,7,7,0,5,8,0
9333,9,3,8,7,0,9,4,3,9,7,5,5,0,8,0,6,9,4,8,4,3,8,6,1,9,4,8,5,7,2,0
9334,3,5,8,3,5,8,0,5,1,3,4,9,5,8,5,7,6,3,1,9,7,4,5,6,1,9,1,3,0,5,0
9335,1,6,9,5,8,0,0,3,9,0,2,5,1,8,3,2,2,9,7,9,4,6,7,9,1,5,5,3,9,2,0
9336,6,1,5,8,6,7,5,2,6,5,4,5,2,9,3,4,2,2,8,4,9,2,4,1,6,8,9,1,5,6,0
9337,1,2,8,4,8,1,5,4,4,0,7,7,9,9,4,7,3,5,3,2,5,1,6,5,3,6,0,6,2,2,0
9338,2,0,7,8,4,4,6,4,3,7,1,7,5,5,7,8,5,9,7,3,2,5,1,5,5,0,4,1,9,5,0
9339,4,5,7,7,6,7,8,7,2,7,0,3,8,8,9,1,5,0,6,6,8,1,0,0,2,7,9,0,1,6,0
9340,4,8,9,7,0,7,1,0,1,5,3,2,5,7,6,4,2,6,2,2,4,6,6,9,7,9,0,4,5,4,0
9341,1,5,1,8,9,8,0,7,2,5,9,2,1,2,4,7,7,5,6,1,1,9,5,7,2,1,8,4,9,6,0
9342,8,1,0,7,8,5,1,1,9,7,2,2,5,5,6,9,7,7,8,1,9,3,6,2,5,4,9,3,5,2,0
9343,2,6,7,6,8,4,7,2,5,1,7,6,6,3,6,8,1,7,0,7,8,3,9,2,3,3,6,6,3,3,0
9344,1,7,9,2,1,2,0,5,1,8,3,4,6,3,6,3,3,9,0,5,2,5,6,4,5,9,5,5,5,7,0
9345,9,7,4,5,9,3,0,2,4,7,5,5,9,1,1,5,1,4,7,2,0,3,0,1,8,2,1,5,8,7,0
9346,5,0,2,2,6,5,6,8,3,1,4,3,0,5,3,2,0,9,0,1,9,8,0,1,1,2,9,8,8,3,0
9347,4,4,6,0,8,0,3,8,4,9,8,2,3,0,9,6,1,3,3,2,4,9,3,2,0,2,8,6,5,0,0
9348,5,9,1,8,7,0,6,5,3,0,3,6,3,6,8,6,3,2,6,8,8,8,8,4,3,9,4,9,4,6,0
9349,7,8,9,3,7,1,7,7,8,2,3,5,3,4,0,8,0,3,4,8,3,3,8,9,1,2,1,6,4,9,0
9350,9,1,0,0,5,9,9,2,8,6,5,0,6,6,8,9,5,1,4,6,6,2,6,7,9,3,7,4,2,4,0
9351,7,0,4,1,7,4,7,5,5,1,9,9,2,9,1,6,7,0,1,0,4,1,0,9,6,8,8,8,3,1,0
9352,7,1,2,7,4,5,7,6,9,3,3,5,5,6,6,5,9,6,7,3,2,7,3,2,0,6,5,1,5,5,0
9353,4,1,4,5,2,0,0,0,3,3,7,3,4,6,6,7,5,9,7,7,0,2,2,4,5,9,3,3,7,0,0
9354,0,7,6,9,5,8,4,6,8,7,0,5,7,9,5,4,5,6,2,6,6,5,8,3,5,9,4,1,1,9,0
9355,3,6,2,2,6,9,0,7,2,7,3,7,8,1,6,8,4,7,9,4,1,9,4,2,9,9,4,4,5,9,0
9356,8,4,0,6,8,3,1,3,5,7,2,8,2,7,3,1,8,8,9,3,5,8,2,7,3,9,6,6,1,3,0
9357,0,0,6,5,8,2,0,2,7,6,0,6,8,9,8,6,6,7,0,4,3,2,8,8,5,0,3,3,2,7,0
9358,4,8,8,8,5,1,4,5,4,1,8,4,7,4,1,9,0,5,2,3,6,6,7,8,9,8,5,2,4,0,0
9359,7,0,7,0,0,2,3,4,4,3,8,4,1,2,6,7,5,2,9,9,2,7,2,8,3,5,4,1,8,5,0
9360,9,7,4,5,4,6,4,2,2,6,3,6,5,5,4,0,8,3,7,6,2,8,7,0,4,3,5,6,4,4,0
9361,5,6,0,9,1,3,7,6,5,1,4,9,8,8,7,0,2,3,9,6,0,2,1,4,3,2,0,5,0,2,0
9362,6,3,8,0,4,6,0,0,1,9,4,0,9,5,0,4,1,9,4,7,3,4,7,0,3,2,8,3,6,1,0
9363,5,8,2,0,8,3,6,6,4,1,5,0,3,1,2,7,5,3,4,1,2,7,3,4,6,7,5,1,8,5,0
9364,1,0,6,3,4,8,0,7,8,9,3,0,7,5,0,1,2,2,2,3,5,8,9,9,8,8,0,2,5,0,0
9365,5,4,4,2,7,6,3,6,0,8,5,6,8,6,5,9,5,7,9,1,9,5,7,6,3,9,5,1,1,3,0
9366,5,2,5,5,3,8,7,2,1,8,3,4,7,0,8,4,7,5,0,4,6,3,7,6,7,0,0,7,8,1,0
9367,7,9,4,0,5,0,3,3,5,5,0,3,5,0,2,0,4,8,6,4,0,8,6,0,5,6,3,3,5,5,0
9368,3,3,9,4,4,5,5,6,3,8,4,3,2,1,1,5,4,4,1,4,5,9,5,1,4,4,4,3,4,5,0
9369,2,7,8,7,3,0,5,0,7,7,3,3,4,7,2,3,5,1,4,1,8,6,9,2,9,9,4,6,7,7,0
9370,9,2,3,0,9,0,5,5,7,4,4,7,2,6,3,5,7,9,8,7,8,6,4,0,5,5,7,3,1,5,0
9371,4,7,2,1,2,7,9,5,9,1,5,1,2,6,1,2,8,5,1,4,7,4,8,9,1,2,1,9,1,3,0
9372,0,8,7,5,6,5,7,2,1,2,6,0,3,1,2,2,3,4,1,2,7,3,8,7,1,7,3,1,4,7,0
9373,7,1,9,2,8,2,1,9,8,9,9,2,7,4,8,1,6,9,9,1,9,1,4,7,3,0,0,2,7,2,0
9374,4,5,8,9,6,5,7,3,6,0,7,0,2,0,2,7,3,5,2,8,8,4,5,0,0,2,1,5,9,2,0
9375,1,0,1,8,3,4,3,1,3,6,4,7,0,6,6,4,5,0,5,2,5,1,4,6,3,3,8,5,5,8,0
9376,3,4,7,8,1,0,6,5,4,6,5,7,8,9,2,6,7,9,2,8,6,4,4,9,3,3,8,5,9,4,0
9377,3,7,8,7,7,1,5,3,6,8,5,1,4,9,2,3,3,6,2,2,9,7,8,8,6,3,0,5,3,8,0
9378,0,7,6,1,3,7,1,3,0,6,0,6,0,6,3,6,0,7,1,5,0,1,3,3,4,8,1,0,4,8,0
9379,5,3,8,4,9,4,1,5,2,1,4,3,1,0,7,5,2,9,5,8,0,3,7,6,2,4,7,4,6,8,0
9380,8,7,2,1,5,7,6,9,0,5,2,0,5,4,6,7,5,2,7,1,4,6,7,4,7,3,8,8,5,6,0
9381,7,1,1,0,1,8,9,7,0,8,9,0,4,6,6,7,0,7,2,6,7,4,6,3,3,7,8,2,0,7,0
9382,8,6,9,3,1,3,6,5,6,2,9,7,1,3,9,6,2,2,6,0,5,7,9,1,0,6,1,4,3,9,0
9383,0,2,4,2,8,8,7,0,3,2,4,2,5,9,8,9,3,8,1,1,7,1,2,6,4,1,8,4,0,2,0
9384,4,7,5,8,2,9,0,5,0,9,4,9,7,3,6,5,1,0,5,3,6,9,7,2,3,9,3,0,5,6,0
9385,0,9,0,9,8,2,4,5,2,3,2,0,8,5,4,8,4,5,0,7,0,0,3,9,2,7,0,3,0,6,0
9386,1,9,8,4,4,5,8,6,2,9,7,9,2,3,8,1,7,8,4,5,1,6,9,5,4,9,0,0,4,5,0
9387,3,1,9,8,7,9,1,1,3,5,8,1,4,1,1,6,7,1,5,3,4,3,2,4,6,9,8,8,2,6,0
9388,7,0,8,3,5,7,7,0,3,2,1,4,7,1,7,5,6,7,2,5,4,6,8,5,4,1,4,5,4,7,0
9389,0,9,1,3,7,6,8,9,1,9,5,6,6,0,7,1,4,5,0,4,0,5,8,5,0,0,3,5,7,9,0
9390,0,4,7,2,3,2,1,2,7,0,9,7,7,1,5,1,4,2,7,6,7,1,3,6,1,7,5,6,9,9,0
9391,5,8,0,5,0,8,6,7,8,2,8,4,9,6,4,8,2,7,8,1,0,3,4,7,0,2,3,1,7,6,0
9392,4,6,7,8,8,0,6,1,0,3,4,0,9,5,7,9,9,1,2,1,3,3,8,4,6,0,9,9,5,9,0
9393,7,5,4,5,1,7,9,8,2,3,1,6,8,1,8,1,5,2,4,6,3,6,6,2,3,7,3,8,3,1,0
9394,2,4,6,5,8,6,9,3,9,1,0,8,2,5,2,8,2,1,0,6,5,9,0,3,6,2,0,6,9,3,0
9395,0,5,0,7,3,4,6,5,0,9,1,7,0,0,8,7,9,3,3,3,9,9,8,5,9,1,6,7,1,5,0
9396,6,9,9,5,0,8,7,9,2,1,9,8,1,7,2,3,3,2,0,2,1,8,7,0,5,4,9,4,5,4,0
9397,2,0,8,1,9,1,6,1,5,4,4,1,8,4,8,2,4,5,7,3,3,4,4,4,9,0,0,6,2,6,0
9398,1,4,4,3,8,5,4,2,6,2,8,6,1,0,0,0,9,7,0,3,4,2,6,1,2,9,1,9,4,3,0
9399,3,8,0,5,9,0,9,9,7,7,6,7,0,1,0,0,6,6,9,0,0,1,4,2,1,3,3,1,3,2,0
9400,7,6,7,8,3,6,1,1,7,2,0,6,5,0,3,2,7,1,7,7,7,9,4,4,3,5,6,3,7,5,0
9401,3,1,5,9,9,3,7,7,2,4,5,0,7,7,5,3,0,1,7,0,1,3,0,7,1,9,0,2,4,9,0
9402,0,8,9,4,6,0,9,8,7,9,6,1,9,1,1,1,5,3,0,0,3,3,5,4,5,9,0,4,9,8,0
9403,1,6,1,9,3,2,0,4,3,7,6,5,3,6,4,4,3,5,5,7,6,8,8,2,3,6,1,8,9,4,0
9404,5,8,6,4,7,2,6,2,5,2,3,0,2,5,6,0,9,2,5,3,2,6,7,6,4,2,2,5,9,5,0
9405,9,8,7,4,5,6,3,0,4,3,3,5,8,1,1,5,7,1,4,7,2,1,0,0,1,4,8,0,0,1,0
9406,3,6,4,2,4,5,7,8,4,5,1,8,6,4,4,0,1,4,5,7,2,8,4,4,4,4,1,0,1,9,0
9407,9,8,1,3,1,7,1,5,3,6,1,4,2,5,6,8,3,8,6,1,8,2,4,9,5,7,4,7,2,1,0
9408,7,8,4,2,7,7,4,9,4,6,2,4,3,3,4,3,6,4,7,9,3,3,9,9,0,2,3,0,7,0,0
9409,7,5,0,9,4,0,3,6,0,0,5,1,4,9,8,6,2,6,3,2,9,2,3,2,2,0,4,5,9,9,0
9410,5,9,7,2,9,1,2,9,1,8,9,6,8,7,6,9,4,1,9,7,4,3,5,5,1,6,7,1,3,2,0
9411,5,9,2,7,6,1,6,5,7,9,9,3,9,8,2,8,0,2,1,0,3,9,1,6,8,4,5,9,7,6,0
9412,2,6,9,7,7,5,3,4,9,1,7,3,3,3,2,0,4,0,9,2,1,5,2,3,5,2,0,3,2,6,0
9413,1,7,3,2,8,9,5,6,9,6,0,7,3,5,8,7,3,8,6,1,3,2,5,7,9,5,0,6,5,6,0
9414,8,2,3,2,0,2,5,5,8,7,1,2,7,3,9,3,0,2,8,4,0,6,4,8,3,5,5,4,7,6,0
9415,1,7,7,0,9,6,3,8,9,4,4,8,2,8,2,9,1,5,4,0,5,6,5,8,2,1,1,8,6,8,0
9416,5,3,3,5,8,5,6,4,3,5,2,0,4,5,7,7,7,8,8,5,3,5,3,9,5,5,5,1,7,8,0
9417,6,1,1,7,5,5,3,7,5,8,6,3,9,5,4,3,7,4,5,6,5,6,6,2,9,4,5,5,8,3,0
9418,2,9,4,0,5,6,7,1,1,5,7,0,2,8,7,5,4,7,9,2,0,9,5,0,7,8,4,7,9,9,0
9419,5,4,8,0,0,4,4,7,6,6,5,3,3,2,8,9,6,7,0,8,5,4,0,6,0,2,1,8,2,4,0
9420,6,4,5,2,4,9,3,3,6,8,4,0,9,8,5,7,8,9,6,5,6,0,1,0,6,8,5,6,2,7,0
9421,5,8,8,0,2,8,1,9,4,1,3,5,6,3,1,9,9,5,8,5,1,2,3,2,4,0,5,5,9,5,0
9422,7,8,3,8,5,2,9,3,5,4,4,3,4,9,8,4,4,0,6,6,3,4,4,5,2,0,4,1,2,1,0
9423,9,9,9,7,2,1,7,2,4,3,2,1,2,7,9,3,6,0,9,3,0,5,3,2,0,7,5,3,8,7,1
9424,9,9,0,8,5,2,1,4,5,3,9,4,4,1,3,0,4,6,0,5,9,0,1,4,8,9,7,4,4,7,0
9425,4,1,4,3,2,0,1,2,1,0,7,4,6,9,2,8,5,2,9,2,6,9,2,4,4,7,7,7,7,8,0
9426,4,8,4,4,0,8,4,9,6,3,9,7,6,8,5,9,0,8,1,1,5,5,4,6,0,1,2,6,7,6,0
9427,9,4,5,1,6,6,0,4,1,1,3,3,3,2,8,5,9,3,0,1,3,6,5,2,7,2,2,1,6,4,0
9428,6,3,6,6,2,0,4,7,9,3,2,8,2,5,1,3,0,9,4,2,0,3,5,3,0,5,1,7,5,1,0
9429,8,6,1,3,0,2,1,5,1,6,1,9,7,4,1,4,5,8,7,6,6,5,4,6,0,2,4,5,2,2,0
9430,1,7,4,6,8,3,7,4,2,0,5,3,0,7,7,9,2,7,6,5,0,1,7,7,2,1,0,5,4,0,0
9431,8,6,4,0,7,7,1,7,1,0,3,1,6,0,0,9,6,8,1,0,7,1,8,1,0,7,5,9,7,2,0
9432,7,0,0,8,7,3,0,0,7,4,2,9,6,3,2,7,2,9,5,3,7,6,4,8,8,8,4,9,5,3,0
9433,5,6,3,0,1,8,4,1,1,4,4,1,7,7,4,8,6,3,6,6,0,3,1,2,0,3,2,3,0,1,0
9434,0,5,2,7,8,5,0,4,2,1,2,1,2,4,0,5,3,7,6,0,0,1,1,1,6,2,7,4,0,4,0
9435,5,1,2,5,0,4,9,8,6,0,1,6,7,4,7,1,2,5,4,1,9,4,1,7,4,8,9,0,2,8,0
9436,6,3,0,2,0,6,9,0,3,3,1,4,8,0,6,6,4,2,0,8,2,6,6,4,1,2,6,3,8,9,0
9437,6,1,9,1,0,9,6,4,6,8,1,4,2,8,3,4,4,0,0,0,1,7,3,1,5,8,6,8,5,6,0
9438,4,1,9,2,4,9,8,5,7,9,8,6,0,0,4,6,3,7,4,9,7,0,6,7,0,9,6,8,2,5,0
9439,2,4,4,2,7,2,1,0,7,6,0,0,8,0,4,1,0,9,7,6,4,9,9,6,4,1,1,6,6,9,0
9440,6,1,6,2,0,6,1,1,8,5,2,3,8,1,4,6,1,5,1,5,5,0,7,1,0,4,6,3,4,0,0
9441,6,5,1,0,9,9,5,8,9,1,0,3,6,5,5,7,4,8,5,8,1,3,1,4,4,0,3,7,1,1,0
9442,8,3,1,8,4,4,7,3,4,6,1,4,4,9,0,8,4,4,9,7,6,2,1,0,9,7,5,4,6,6,0
9443,1,7,4,5,3,5,6,3,8,3,6,9,8,7,2,3,9,6,6,8,8,9,3,1,8,1,3,0,6,5,0
9444,6,4,4,8,5,3,8,5,4,1,4,7,3,9,7,0,4,2,1,9,7,5,2,4,3,4,8,9,1,9,0
9445,7,2,5,3,2,5,1,0,2,9,5,0,5,2,3,9,9,3,8,1,1,3,5,5,8,0,1,8,4,9,0
9446,9,5,6,8,0,3,2,6,0,2,2,8,3,1,7,9,4,9,0,2,1,6,1,4,3,5,9,1,7,3,0
9447,9,5,5,8,7,1,7,3,3,3,6,9,8,1,2,3,0,9,9,9,5,2,4,0,1,3,7,9,0,5,0
9448,5,7,2,5,0,7,3,1,1,1,4,8,4,6,0,6,7,7,1,8,0,8,7,2,6,5,1,9,2,1,0
9449,6,6,4,3,8,8,8,0,4,3,9,6,2,4,4,1,0,1,7,4,6,4,2,0,5,2,1,4,7,2,0
9450,5,9,5,2,2,3,6,3,3,3,2,2,4,5,6,7,5,5,4,6,7,5,3,6,7,3,0,4,6,3,0
9451,3,7,9,2,8,0,0,0,4,5,3,9,8,8,3,8,2,8,5,2,8,7,1,5,3,9,8,4,3,0,0
9452,8,8,5,6,3,8,0,3,8,1,6,3,6,0,1,3,6,3,1,6,0,7,3,9,6,4,7,8,8,9,0
9453,7,1,5,8,7,8,6,5,4,3,9,6,9,4,1,7,4,4,0,8,8,1,5,1,6,6,0,1,1,2,0
9454,7,1,6,0,9,2,4,6,2,5,3,7,4,9,8,6,6,8,3,9,2,5,4,0,0,5,4,1,1,1,0
9455,6,7,1,9,4,1,5,2,0,6,9,7,5,0,5,6,4,3,6,8,8,7,3,5,6,2,2,9,1,5,0
9456,9,4,2,9,8,1,3,7,6,1,0,1,7,1,5,8,9,6,1,7,2,7,3,6,8,7,1,2,6,2,0
9457,0,4,3,0,7,6,4,2,5,3,7,2,8,1,3,5,7,9,9,3,1,2,1,9,7,9,0,9,0,0,0
9458,3,0,5,4,6,5,7,5,7,5,7,5,2,9,8,9,7,4,8,3,1,1,5,3,2,5,1,0,3,4,0
9459,4,3,5,7,5,5,0,5,0,0,7,1,1,5,7,0,4,4,9,5,1,3,4,0,0,1,4,7,6,9,0
9460,8,8,8,1,3,0,5,4,5,9,2,5,8,1,1,1,8,1,6,4,6,6,6,5,9,7,2,7,0,1,0
9461,0,2,0,3,3,7,1,4,6,6,7,0,8,5,8,4,5,7,6,0,7,2,3,7,3,1,4,4,7,9,0
9462,9,2,2,7,7,5,6,7,7,0,8,6,8,4,7,0,7,6,2,4,5,1,9,5,6,6,3,4,6,5,0
9463,7,1,0,9,3,6,8,8,5,2,2,8,0,1,0,1,3,6,4,9,0,3,0,6,6,1,6,2,0,3,0
9464,9,5,2,3,5,8,1,8,0,8,1,2,9,7,6,4,5,9,4,7,3,9,1,2,6,9,6,0,0,9,0
9465,7,9,4,1,9,5,2,7,6,4,4,7,3,6,6,3,2,8,1,1,8,7,7,2,7,3,7,6,2,6,0
9466,2,2,0,9,7,3,9,2,5,7,4,1,1,9,7,8,4,9,9,3,1,3,4,0,3,5,9,8,3,1,0
9467,3,9,0,3,3,3,8,0,6,9,2,4,5,6,7,1,0,5,7,2,3,5,2,0,8,5,1,3,0,1,0
9468,3,3,8,5,5,1,4,9,5,7,6,5,7,2,9,8,4,2,0,2,1,5,7,0,5,9,1,4,0,3,0
9469,0,5,3,7,4,4,0,6,5,6,4,6,2,7,2,5,6,5,8,0,9,9,8,4,8,6,2,0,3,7,0
9470,1,0,7,5,6,7,6,3,3,1,2,5,8,2,6,6,6,5,9,9,2,4,1,3,2,4,9,2,0,1,0
9471,8,1,0,3,6,1,3,2,3,6,0,6,6,2,2,4,3,2,1,2,4,7,9,6,4,7,2,6,4,4,0
9472,1,8,0,5,7,6,6,1,0,5,0,5,9,8,8,9,1,5,3,4,2,4,4,3,0,8,7,8,5,9,0
9473,1,3,3,9,8,1,2,2,5,4,8,9,9,8,7,8,6,6,0,0,4,0,8,5,5,2,8,9,2,4,0
9474,6,4,9,8,6,7,9,6,3,3,6,4,3,6,8,6,8,7,6,2,1,7,7,2,2,7,8,9,7,1,0
9475,6,8,1,8,8,8,5,9,8,5,9,6,4,0,8,0,7,7,3,7,5,4,6,9,3,2,3,2,8,1,0
9476,0,3,8,8,8,1,1,0,9,9,2,5,8,4,5,4,5,5,1,5,5,2,9,6,6,5,7,9,2,4,0
9477,6,9,9,4,4,6,1,2,4,9,5,7,1,2,6,8,7,1,0,0,0,1,0,1,0,8,8,2,8,6,0
9478,4,6,3,1,0,8,5,0,7,4,6,9,7,4,6,4,4,4,0,6,4,5,8,7,3,4,3,9,8,2,0
9479,2,2,4,8,2,4,6,3,5,2,9,9,8,4,2,9,9,8,8,3,4,1,5,7,5,7,8,1,3,3,0
9480,9,9,8,1,8,6,1,9,5,9,5,3,3,0,1,3,1,5,6,5,1,1,7,2,0,1,6,9,3,0,0
9481,5,2,2,2,1,6,9,0,9,8,3,2,0,6,2,9,0,6,8,8,5,8,7,4,8,7,3,9,1,3,0
9482,3,2,2,2,3,6,0,0,5,4,8,4,6,7,0,9,7,0,7,4,7,9,2,7,2,3,6,1,4,2,0
9483,6,6,3,9,1,1,6,0,5,6,1,0,1,1,0,9,4,5,6,9,2,3,5,4,4,5,8,4,2,0,0
9484,9,4,9,7,9,4,7,7,8,2,6,8,9,7,1,4,8,4,6,0,4,5,4,5,9,6,1,6,9,2,0
9485,7,1,0,0,4,3,7,7,3,0,7,4,6,2,9,2,7,3,1,0,0,7,2,1,0,1,3,0,8,9,0
9486,0,9,9,2,0,5,7,5,6,9,0,7,7,2,6,1,7,4,3,7,5,0,8,3,4,0,2,6,1,5,0
9487,6,3,2,8,9,2,4,1,3,4,6,0,8,3,2,0,8,5,7,4,0,0,6,4,0,0,6,1,5,6,0
9488,4,5,9,0,2,4,7,6,4,9,6,0,9,6,3,2,5,8,3,0,0,4,0,7,9,0,5,8,7,5,0
9489,7,5,4,6,2,2,3,9,3,1,6,4,0,7,9,3,5,3,1,8,2,0,0,5,0,2,0,2,4,0,0
9490,4,9,0,7,5,8,7,7,4,6,1,0,7,4,8,0,9,4,2,3,5,9,2,3,7,9,8,6,8,0,0
9491,8,6,9,7,5,3,4,0,7,1,2,5,2,1,3,7,1,9,8,6,7,0,9,7,5,4,6,4,6,9,0
9492,2,1,4,6,7,5,6,1,4,7,3,7,7,2,9,1,4,9,9,2,0,3,6,9,6,2,8,0,8,9,0
9493,8,8,4,7,3,2,0,8,1,3,1,3,0,6,2,1,9,4,8,4,6,1,9,1,3,7,9,5,5,4,0
9494,4,2,2,9,8,1,7,0,0,3,8,1,1,0,1,6,7,5,1,9,6,6,6,0,6,1,1,2,1,4,0
9495,0,9,1,0,8,8,1,1,2,5,9,4,7,1,0,8,1,2,8,4,5,1,9,2,5,4,6,9,8,3,0
9496,8,2,9,0,5,8,7,3,3,7,3,6,1,2,4,2,3,0,9,6,9,6,2,0,6,9,4,6,4,1,0
9497,0,2,7,8,4,2,9,9,8,7,8,0,6,5,4,8,7,9,8,2,2,1,4,1,3,5,9,0,5,9,0
9498,0,7,7,6,2,5,8,4,6,9,7,9,7,1,3,3,5,4,1,2,8,6,6,1,7,5,0,9,8,7,0
9499,2,1,1,2,2,3,1,3,9,1,4,1,6,0,0,9,6,2,4,9,4,5,6,4,4,5,1,9,1,6,0
9500,4,0,8,8,3,0,4,1,1,8,4,7,4,4,0,2,0,1,2,9,7,7,0,1,0,9,5,1,9,9,0
9501,8,5,7,1,2,2,6,5,3,9,1,4,5,9,2,9,9,4,7,6,8,6,4,7,2,8,0,0,9,2,0
9502,9,7,6,0,2,5,4,7,2,5,7,3,4,1,1,0,9,8,3,4,5,3,8,7,1,3,7,4,4,6,0
9503,0,4,9,4,8,3,1,3,0,6,0,4,5,6,2,1,2,5,4,6,8,2,4,2,0,7,4,8,7,5,0
9504,0,9,3,6,1,2,0,1,6,7,9,8,7,5,0,2,0,2,1,7,7,6,0,6,6,5,5,0,8,0,0
9505,4,1,7,7,4,3,4,8,3,6,5,3,5,2,4,0,8,4,1,2,0,9,3,9,2,6,8,2,3,5,0
9506,5,8,5,1,1,1,3,0,9,4,8,3,8,0,1,9,9,0,2,1,0,0,6,9,1,4,5,8,8,4,0
9507,2,2,5,2,2,3,2,9,5,9,3,6,3,6,4,5,9,0,6,8,4,0,7,1,7,0,0,9,7,9,0
9508,8,9,9,3,9,3,0,1,4,9,3,9,8,8,1,2,1,8,6,5,0,6,7,3,4,6,2,9,9,6,0
9509,2,4,0,3,9,0,2,5,1,5,2,9,7,8,9,2,0,3,6,3,0,6,8,8,8,2,0,0,7,8,0
9510,1,6,6,1,7,8,8,5,8,4,1,3,0,4,1,5,8,2,8,7,3,8,3,5,2,6,9,9,4,4,0
9511,5,6,1,3,6,1,8,8,2,4,6,4,1,5,4,7,4,9,8,8,7,1,9,0,9,5,9,1,7,1,0
